;competencia;municipio;secao;subclasse;admitidos;desligados;saldo
729617;202103;352590;C;1330800;0;5;-5
729663;202103;352590;R;9313100;1;0;1
729727;202103;352590;G;4744099;2;2;0
729743;202103;352590;I;5611203;1;0;1
729813;202103;352590;G;4711302;2;0;2
729843;202103;352590;G;4771701;0;1;-1
729858;202103;352590;C;2869100;1;0;1
729876;202103;352590;G;4754703;1;1;0
729934;202103;352590;N;7820500;19;2;17
730015;202103;352590;H;4930202;1;0;1
730940;202103;352590;G;4711301;4;7;-3
731655;202103;352590;C;2349401;17;12;5
731661;202103;352590;N;8211300;3;10;-7
732211;202103;352590;H;4930202;9;1;8
733433;202103;352590;G;4672900;5;2;3
734253;202103;352590;C;2812700;0;2;-2
735087;202103;352590;H;4930203;3;0;3
737256;202103;352590;G;4781400;0;1;-1
737972;202103;352590;G;4530703;0;2;-2
738537;202103;352590;G;4711301;2;3;-1
740250;202103;352590;H;4930202;0;1;-1
741085;202103;352590;I;5510801;2;1;1
741991;202103;352590;S;9511800;2;2;0
744218;202103;352590;K;6424703;1;0;1
744221;202103;352590;K;6424703;1;1;0
744803;202103;352590;H;4930202;7;7;0
746360;202103;352590;G;4679604;0;2;-2
748108;202103;352590;G;4541201;0;1;-1
748143;202103;352590;G;4783101;0;1;-1
748158;202103;352590;G;4783101;2;0;2
753494;202103;352590;C;2330399;1;1;0
754565;202103;352590;H;4930202;2;0;2
756052;202103;352590;C;1733800;6;9;-3
756053;202103;352590;C;1733800;0;1;-1
757447;202103;352590;K;6422100;1;0;1
757448;202103;352590;K;6422100;0;1;-1
757510;202103;352590;K;6422100;0;1;-1
757511;202103;352590;K;6422100;0;1;-1
761589;202103;352590;G;4781400;3;2;1
761686;202103;352590;G;4781400;1;2;-1
764571;202103;352590;I;5620101;4;1;3
766317;202103;352590;C;1733800;2;8;-6
766528;202103;352590;N;7732201;0;1;-1
766576;202103;352590;N;8111700;1;0;1
766895;202103;352590;E;3832700;1;1;0
766897;202103;352590;I;5620104;3;1;2
766939;202103;352590;I;5611201;0;2;-2
767026;202103;352590;Q;8630503;0;1;-1
767094;202103;352590;C;2829199;0;2;-2
767142;202103;352590;C;2599399;0;2;-2
767158;202103;352590;G;4642702;1;0;1
769016;202103;352590;C;2813500;21;21;0
769017;202103;352590;C;2349401;82;28;54
779166;202103;352590;M;6912500;0;2;-2
785399;202103;352590;Q;8630504;1;0;1
787544;202103;352590;Q;8630504;0;1;-1
789428;202103;352590;M;6912500;1;1;0
196;202012;352590;C;2229399;0;1;-1
413;202012;352590;G;4751201;2;1;1
490;202012;352590;F;4329103;1;0;1
1213;202012;352590;Q;8640202;0;1;-1
1596;202012;352590;G;4752100;2;2;0
2151;202012;352590;G;4772500;1;0;1
2373;202012;352590;C;2599399;1;5;-4
2413;202012;352590;G;4712100;1;0;1
2573;202012;352590;G;4744005;1;0;1
3073;202012;352590;C;2812700;2;0;2
3170;202012;352590;C;1091101;2;0;2
3172;202012;352590;G;4744005;0;1;-1
3222;202012;352590;G;4789099;0;1;-1
3525;202012;352590;C;2222600;0;1;-1
3527;202012;352590;C;2222600;0;1;-1
3617;202012;352590;Q;8630503;0;2;-2
3633;202012;352590;C;2949299;0;46;-46
3796;202012;352590;I;5611203;1;0;1
4512;202012;352590;C;2040100;7;12;-5
4650;202012;352590;N;7739099;2;1;1
4749;202012;352590;N;7810800;88;88;0
4874;202012;352590;C;2014200;0;1;-1
4921;202012;352590;K;6622300;1;1;0
5445;202012;352590;K;6423900;0;3;-3
5754;202012;352590;K;6423900;0;2;-2
5871;202012;352590;K;6423900;0;1;-1
6382;202012;352590;G;4789099;0;2;-2
6383;202012;352590;C;2512800;0;1;-1
6831;202012;352590;C;1732000;3;3;0
6971;202012;352590;K;6436100;0;1;-1
7004;202012;352590;G;4732600;0;1;-1
7340;202012;352590;G;4753900;0;2;-2
7343;202012;352590;G;4753900;1;0;1
7697;202012;352590;R;9001906;0;1;-1
7847;202012;352590;C;2229303;1;1;0
8746;202012;352590;Q;8711502;1;1;0
8793;202012;352590;G;4721102;0;1;-1
9263;202012;352590;G;4672900;3;1;2
10308;202012;352590;G;4781400;0;1;-1
10346;202012;352590;G;4789007;0;1;-1
10348;202012;352590;G;4530703;0;1;-1
11768;202012;352590;H;5211799;7;4;3
12283;202012;352590;G;4772500;1;2;-1
12454;202012;352590;F;4391600;0;1;-1
12566;202012;352590;I;5611203;1;2;-1
12656;202012;352590;Q;8610101;3;1;2
12883;202012;352590;G;4721104;0;1;-1
12978;202012;352590;G;4633801;1;1;0
13285;202012;352590;C;2342702;3;5;-2
13809;202012;352590;J;6203100;0;1;-1
13911;202012;352590;G;4771702;2;0;2
13913;202012;352590;H;4929902;0;3;-3
14062;202012;352590;S;9601703;5;4;1
14066;202012;352590;S;9601703;37;33;4
14227;202012;352590;N;7723300;0;1;-1
14349;202012;352590;C;1413401;0;1;-1
14489;202012;352590;G;4530705;1;0;1
14787;202012;352590;C;2341900;0;3;-3
15074;202012;352590;M;6920601;1;1;0
15652;202012;352590;I;5611201;0;1;-1
15710;202012;352590;G;4789099;2;0;2
16300;202012;352590;P;8512100;0;2;-2
16301;202012;352590;P;8511200;0;3;-3
16303;202012;352590;Q;8640299;0;1;-1
16517;202012;352590;H;5229002;2;1;1
16833;202012;352590;G;4729699;0;1;-1
16851;202012;352590;G;4755502;0;1;-1
16950;202012;352590;G;4732600;0;1;-1
17097;202012;352590;S;9601701;0;2;-2
17831;202012;352590;G;4789099;0;1;-1
18020;202012;352590;F;4321500;1;1;0
18372;202012;352590;C;2731700;1;4;-3
18490;202012;352590;G;4693100;7;12;-5
18560;202012;352590;G;4511101;1;1;0
18773;202012;352590;G;4646001;1;0;1
19090;202012;352590;P;8593700;0;1;-1
19121;202012;352590;I;5611201;0;8;-8
19146;202012;352590;E;3701100;1;4;-3
19163;202012;352590;G;4742300;0;1;-1
19231;202012;352590;G;4644301;28;22;6
19260;202012;352590;I;5620101;1;1;0
19298;202012;352590;M;7112000;1;3;-2
19355;202012;352590;I;5611201;0;1;-1
19917;202012;352590;P;8512100;0;1;-1
19980;202012;352590;G;4771701;1;2;-1
20549;202012;352590;N;8299701;4;6;-2
21390;202012;352590;C;2099199;0;1;-1
21534;202012;352590;I;5611203;0;1;-1
21767;202012;352590;G;4721102;1;0;1
22207;202012;352590;C;2229302;0;3;-3
23154;202012;352590;C;2822402;2;2;0
23188;202012;352590;G;4652400;0;1;-1
23519;202012;352590;C;3102100;8;5;3
23964;202012;352590;H;4930203;26;9;17
23973;202012;352590;G;4781400;0;1;-1
24285;202012;352590;Q;8640299;0;2;-2
24291;202012;352590;F;4329104;9;4;5
24599;202012;352590;G;4751201;0;1;-1
25012;202012;352590;C;2222600;1;0;1
25328;202012;352590;Q;8630503;1;0;1
25568;202012;352590;C;2542000;1;1;0
25751;202012;352590;M;7312200;0;1;-1
26328;202012;352590;G;4744001;1;0;1
26382;202012;352590;F;4399199;0;1;-1
26649;202012;352590;H;4930202;2;0;2
26770;202012;352590;G;4639701;1;0;1
26845;202012;352590;C;1062700;2;1;1
26898;202012;352590;M;7120100;3;1;2
26899;202012;352590;P;8593700;0;1;-1
27566;202012;352590;P;8511200;1;1;0
27567;202012;352590;C;1081302;6;1;5
28074;202012;352590;C;2539001;0;4;-4
28542;202012;352590;C;3250705;0;1;-1
28794;202012;352590;G;4721104;0;1;-1
29731;202012;352590;H;5223100;0;1;-1
29732;202012;352590;P;8512100;0;9;-9
29814;202012;352590;N;8211300;14;20;-6
29815;202012;352590;G;4634601;6;19;-13
29953;202012;352590;G;4712100;1;0;1
30120;202012;352590;G;4752100;1;1;0
30543;202012;352590;G;4712100;1;0;1
30631;202012;352590;G;4751201;2;0;2
30640;202012;352590;P;8592903;0;1;-1
30667;202012;352590;C;2222600;1;0;1
30885;202012;352590;G;4763603;0;1;-1
31421;202012;352590;N;7911200;1;0;1
31502;202012;352590;I;5611201;3;0;3
31618;202012;352590;N;7711000;0;1;-1
32199;202012;352590;I;5611201;1;1;0
32698;202012;352590;G;4530701;3;1;2
33162;202012;352590;G;4530702;2;1;1
33363;202012;352590;G;4687703;1;0;1
33425;202012;352590;L;6821802;0;1;-1
33550;202012;352590;C;2599399;5;2;3
33552;202012;352590;G;4759899;2;2;0
33565;202012;352590;C;1412601;0;1;-1
33906;202012;352590;C;1610202;1;0;1
34040;202012;352590;G;4744005;1;1;0
34672;202012;352590;H;4930202;2;3;-1
35085;202012;352590;F;4313400;1;8;-7
36431;202012;352590;G;4639701;5;10;-5
36600;202012;352590;S;9430800;0;2;-2
37016;202012;352590;R;9312300;0;1;-1
37442;202012;352590;P;8511200;0;1;-1
37443;202012;352590;P;8512100;0;1;-1
38132;202012;352590;L;6810202;0;3;-3
38367;202012;352590;C;1081302;10;16;-6
38587;202012;352590;N;8011101;4;9;-5
39121;202012;352590;B;810007;0;1;-1
39302;202012;352590;G;4731800;0;1;-1
39541;202012;352590;K;6424703;0;1;-1
39727;202012;352590;G;4754701;1;1;0
39943;202012;352590;J;6110801;0;2;-2
40323;202012;352590;G;4781400;3;0;3
40324;202012;352590;C;1340501;0;1;-1
40429;202012;352590;F;4120400;0;4;-4
40487;202012;352590;M;6920601;1;2;-1
40498;202012;352590;G;4511101;5;3;2
40532;202012;352590;H;5221400;49;37;12
40646;202012;352590;C;2941700;20;2;18
40647;202012;352590;C;2941700;0;1;-1
40724;202012;352590;I;5510801;0;2;-2
40910;202012;352590;A;122900;1;0;1
41307;202012;352590;G;4731800;1;0;1
41405;202012;352590;G;4784900;1;0;1
41884;202012;352590;C;2751100;4;8;-4
42255;202012;352590;C;2229302;10;1;9
42456;202012;352590;J;6120501;0;2;-2
42755;202012;352590;F;4120400;0;1;-1
43049;202012;352590;G;4530703;0;2;-2
43241;202012;352590;C;1099604;2;0;2
43418;202012;352590;G;4731800;1;1;0
43657;202012;352590;I;5620104;0;1;-1
43882;202012;352590;P;8532500;0;3;-3
44258;202012;352590;P;8513900;0;1;-1
44664;202012;352590;M;6920601;1;0;1
45297;202012;352590;G;4712100;0;1;-1
45306;202012;352590;N;7820500;3;1;2
45372;202012;352590;G;4511101;2;1;1
45844;202012;352590;G;4511102;1;0;1
45882;202012;352590;C;2219600;2;1;1
46133;202012;352590;G;4722901;0;1;-1
46337;202012;352590;N;8291100;0;1;-1
46474;202012;352590;G;4721104;1;0;1
46611;202012;352590;G;4744005;1;0;1
46694;202012;352590;C;2091600;1;5;-4
46724;202012;352590;G;4520001;0;2;-2
46844;202012;352590;P;8512100;0;4;-4
47372;202012;352590;G;4781400;1;1;0
47470;202012;352590;H;4930202;12;8;4
47499;202012;352590;Q;8800600;0;1;-1
47885;202012;352590;H;5211799;0;2;-2
48081;202012;352590;N;8211300;5;5;0
48444;202012;352590;C;3312102;1;0;1
48688;202012;352590;C;2532201;1;1;0
49306;202012;352590;I;5620103;2;0;2
49365;202012;352590;H;4930202;4;0;4
49659;202012;352590;C;1013901;29;18;11
49719;202012;352590;G;4722901;0;1;-1
50218;202012;352590;G;4754701;0;1;-1
50359;202012;352590;H;5223100;5;1;4
50571;202012;352590;L;6821802;0;1;-1
50759;202012;352590;G;4789099;0;1;-1
51160;202012;352590;G;4754702;0;1;-1
51658;202012;352590;G;4713001;2;0;2
51741;202012;352590;G;4679601;1;0;1
52263;202012;352590;H;4930202;0;1;-1
52704;202012;352590;H;4930202;13;10;3
52993;202012;352590;G;4789001;0;2;-2
52997;202012;352590;G;4789001;2;0;2
53211;202012;352590;N;8121400;17;15;2
53282;202012;352590;N;8291100;0;1;-1
53488;202012;352590;G;4771702;2;0;2
53512;202012;352590;C;2222600;3;1;2
54002;202012;352590;G;4752100;2;0;2
54003;202012;352590;G;4752100;1;1;0
54035;202012;352590;I;5611201;1;1;0
54394;202012;352590;G;4689399;0;1;-1
54615;202012;352590;C;2539001;0;1;-1
54889;202012;352590;G;4639701;1;1;0
55206;202012;352590;G;4744002;0;1;-1
55229;202012;352590;S;9411100;0;1;-1
55455;202012;352590;F;4330499;2;5;-3
56524;202012;352590;H;5229002;2;0;2
56884;202012;352590;G;4783101;2;0;2
56955;202012;352590;G;4646001;1;2;-1
57439;202012;352590;G;4789004;1;0;1
57480;202012;352590;I;5620101;0;1;-1
57483;202012;352590;I;5620101;1;2;-1
57502;202012;352590;Q;8720401;5;2;3
57658;202012;352590;G;4772500;4;4;0
57727;202012;352590;H;4930203;1;1;0
58400;202012;352590;I;5611201;1;1;0
58932;202012;352590;G;4759899;1;0;1
59042;202012;352590;G;4731800;0;1;-1
59695;202012;352590;C;2599399;0;4;-4
60259;202012;352590;G;4744099;1;3;-2
60295;202012;352590;G;4781400;6;0;6
60355;202012;352590;G;4753900;0;1;-1
61097;202012;352590;G;4711302;1;0;1
61200;202012;352590;G;4711302;1;0;1
61568;202012;352590;G;4754701;1;0;1
61654;202012;352590;G;4755503;0;1;-1
61676;202012;352590;F;4391600;4;0;4
61795;202012;352590;I;5611201;0;1;-1
62746;202012;352590;C;2539002;1;1;0
63588;202012;352590;E;3600601;0;2;-2
63609;202012;352590;I;5611203;3;1;2
63910;202012;352590;C;1093702;0;6;-6
64315;202012;352590;N;7820500;169;341;-172
64371;202012;352590;F;4120400;5;2;3
65730;202012;352590;G;4751201;0;1;-1
65831;202012;352590;P;8541400;0;1;-1
66135;202012;352590;H;4930202;0;1;-1
66440;202012;352590;P;8599699;12;1;11
66557;202012;352590;C;2829199;0;3;-3
66778;202012;352590;N;7820500;164;487;-323
67588;202012;352590;G;4781400;0;2;-2
67848;202012;352590;P;8599699;1;4;-3
68244;202012;352590;P;8599699;0;6;-6
68291;202012;352590;P;8599699;0;3;-3
68292;202012;352590;P;8599699;0;6;-6
68575;202012;352590;F;4399199;5;0;5
68773;202012;352590;I;5611203;0;1;-1
69134;202012;352590;G;4686902;0;2;-2
69246;202012;352590;G;4633801;0;1;-1
69541;202012;352590;N;8129000;33;27;6
69561;202012;352590;G;4781400;1;0;1
69603;202012;352590;G;4744005;5;2;3
69658;202012;352590;C;2222600;0;7;-7
69673;202012;352590;C;2439300;1;1;0
69968;202012;352590;H;4929902;1;0;1
70049;202012;352590;G;4721104;1;0;1
70264;202012;352590;I;5611203;1;0;1
70318;202012;352590;G;4789099;2;0;2
70355;202012;352590;H;4930202;11;14;-3
70356;202012;352590;H;4930202;8;6;2
70464;202012;352590;G;4731800;0;1;-1
70592;202012;352590;H;5120000;3;0;3
70595;202012;352590;H;5120000;1;0;1
70664;202012;352590;K;6622300;1;0;1
71258;202012;352590;G;4744005;0;1;-1
71311;202012;352590;G;4637106;6;5;1
71887;202012;352590;G;4759801;1;0;1
72571;202012;352590;I;5510803;1;0;1
72619;202012;352590;I;5510803;0;1;-1
72739;202012;352590;G;4756300;1;1;0
72790;202012;352590;Q;8630501;2;2;0
73448;202012;352590;G;4649499;0;1;-1
73841;202012;352590;N;8211300;1;1;0
74071;202012;352590;N;8291100;0;1;-1
74558;202012;352590;G;4530703;0;19;-19
74728;202012;352590;S;9430800;0;1;-1
75060;202012;352590;I;5611201;10;11;-1
75063;202012;352590;I;5611201;3;2;1
75177;202012;352590;S;9430800;0;1;-1
75297;202012;352590;N;8299799;5;6;-1
75619;202012;352590;J;6203100;1;1;0
75821;202012;352590;N;7820500;3;1;2
76166;202012;352590;K;6622300;0;1;-1
76259;202012;352590;F;4120400;0;4;-4
76470;202012;352590;D;3514000;0;2;-2
76498;202012;352590;H;4930202;1;0;1
76543;202012;352590;G;4639701;1;0;1
77726;202012;352590;N;8121400;0;1;-1
77782;202012;352590;H;4930201;1;2;-1
78003;202012;352590;G;4530703;0;2;-2
78346;202012;352590;H;5112901;3;1;2
78660;202012;352590;G;4721102;2;1;1
79154;202012;352590;G;4781400;0;1;-1
79155;202012;352590;G;4781400;0;3;-3
79156;202012;352590;G;4781400;0;2;-2
79157;202012;352590;G;4781400;0;4;-4
79324;202012;352590;P;8532500;0;25;-25
79416;202012;352590;P;8599699;0;1;-1
79871;202012;352590;G;4541202;1;0;1
80447;202012;352590;S;9601701;0;1;-1
81050;202012;352590;G;4744003;1;0;1
81486;202012;352590;C;3314721;11;17;-6
81884;202012;352590;G;4511101;1;1;0
82082;202012;352590;N;7711000;2;0;2
82310;202012;352590;F;4299599;25;1;24
82312;202012;352590;F;4299599;12;15;-3
82720;202012;352590;N;8211300;0;1;-1
83019;202012;352590;G;4753900;1;0;1
83162;202012;352590;M;7112000;0;1;-1
83176;202012;352590;G;4731800;0;2;-2
83217;202012;352590;C;2599399;0;3;-3
83230;202012;352590;G;4639701;10;4;6
83655;202012;352590;G;4781400;0;1;-1
84115;202012;352590;C;2869100;1;0;1
84320;202012;352590;I;5611201;0;1;-1
84930;202012;352590;N;8299799;1;0;1
85523;202012;352590;G;4712100;1;0;1
85737;202012;352590;C;1099699;1;0;1
86715;202012;352590;P;8512100;0;9;-9
86851;202012;352590;H;5250801;0;1;-1
87174;202012;352590;G;4789007;1;1;0
87417;202012;352590;K;6622300;3;0;3
87419;202012;352590;M;6920601;0;1;-1
87448;202012;352590;G;4731800;1;1;0
87478;202012;352590;H;5250804;24;18;6
87552;202012;352590;G;4781400;1;0;1
87704;202012;352590;G;4789002;0;1;-1
87832;202012;352590;C;3321000;0;1;-1
87907;202012;352590;R;9329802;1;0;1
87929;202012;352590;C;3299004;0;1;-1
88731;202012;352590;G;4759899;1;0;1
89129;202012;352590;J;6203100;1;0;1
89192;202012;352590;I;5611201;1;0;1
89635;202012;352590;C;2399199;0;1;-1
90260;202012;352590;Q;8630504;0;1;-1
90324;202012;352590;G;4520001;1;1;0
90813;202012;352590;Q;8650099;3;8;-5
90905;202012;352590;R;9313100;1;0;1
91004;202012;352590;G;4789007;4;1;3
91027;202012;352590;C;2949299;0;1;-1
91100;202012;352590;G;4753900;0;2;-2
91519;202012;352590;I;5611201;1;1;0
91520;202012;352590;S;9491000;1;0;1
91522;202012;352590;F;4120400;0;2;-2
92532;202012;352590;I;5611203;1;0;1
93098;202012;352590;H;4930201;4;2;2
93174;202012;352590;M;6920601;0;7;-7
93245;202012;352590;G;4664800;3;1;2
93833;202012;352590;G;4773300;2;1;1
94086;202012;352590;C;2222600;4;2;2
94177;202012;352590;G;4724500;14;12;2
94591;202012;352590;R;9313100;0;1;-1
94723;202012;352590;H;4929901;1;0;1
94730;202012;352590;G;4712100;1;0;1
95371;202012;352590;G;4511101;2;0;2
95940;202012;352590;C;2424501;0;1;-1
95989;202012;352590;C;1813001;0;1;-1
96560;202012;352590;G;4771701;0;1;-1
96596;202012;352590;Q;8630501;2;1;1
96607;202012;352590;G;4689399;0;2;-2
96780;202012;352590;G;4731800;2;0;2
96788;202012;352590;F;4299599;0;8;-8
97010;202012;352590;R;9313100;2;0;2
97450;202012;352590;G;4520002;1;4;-3
97528;202012;352590;S;9430800;0;2;-2
97928;202012;352590;S;9430800;1;0;1
98340;202012;352590;I;5611203;1;0;1
98632;202012;352590;Q;8630504;1;0;1
98814;202012;352590;G;4729699;3;1;2
99136;202012;352590;H;5240199;1;1;0
99146;202012;352590;H;4930202;2;0;2
100740;202012;352590;J;5914600;0;1;-1
100814;202012;352590;G;4530703;2;3;-1
100839;202012;352590;C;2950600;1;0;1
100866;202012;352590;N;8219999;1;0;1
101268;202012;352590;G;4731800;3;2;1
101271;202012;352590;G;4782201;22;2;20
101292;202012;352590;F;4313400;1;1;0
101751;202012;352590;F;4313400;14;13;1
101811;202012;352590;P;8512100;0;1;-1
101896;202012;352590;G;4511101;7;7;0
102266;202012;352590;F;4330404;0;2;-2
102451;202012;352590;P;8513900;0;1;-1
102508;202012;352590;G;4781400;0;1;-1
103432;202012;352590;G;4789001;0;1;-1
103766;202012;352590;I;5510801;0;1;-1
103782;202012;352590;J;6201501;4;0;4
104056;202012;352590;C;1412601;1;0;1
104273;202012;352590;C;2599399;0;1;-1
104350;202012;352590;G;4687703;0;2;-2
104639;202012;352590;N;8112500;0;1;-1
105017;202012;352590;G;4722901;0;1;-1
105079;202012;352590;N;7820500;95;131;-36
106050;202012;352590;Q;8712300;1;1;0
106221;202012;352590;G;4781400;1;0;1
106473;202012;352590;H;5240199;0;1;-1
106641;202012;352590;J;6202300;5;3;2
107161;202012;352590;G;4755502;2;3;-1
107677;202012;352590;G;4781400;2;0;2
108053;202012;352590;G;4744002;0;1;-1
108086;202012;352590;G;4772500;1;1;0
108926;202012;352590;G;4633801;0;1;-1
109272;202012;352590;I;5611203;0;1;-1
109371;202012;352590;P;8511200;0;2;-2
109372;202012;352590;P;8511200;0;3;-3
109526;202012;352590;R;9313100;0;1;-1
109977;202012;352590;G;4520006;0;1;-1
110344;202012;352590;I;5611203;1;0;1
110422;202012;352590;C;2222600;0;10;-10
111311;202012;352590;G;4687702;2;1;1
111553;202012;352590;G;4693100;2;0;2
111716;202012;352590;G;4711302;14;11;3
111746;202012;352590;G;4774100;1;0;1
111854;202012;352590;G;4753900;0;2;-2
111856;202012;352590;Q;8640204;1;0;1
112011;202012;352590;G;4721104;1;0;1
112012;202012;352590;M;6920601;1;0;1
112305;202012;352590;G;4751201;0;1;-1
113176;202012;352590;M;6920601;0;1;-1
113177;202012;352590;G;4759899;1;0;1
113331;202012;352590;G;4744099;1;0;1
113463;202012;352590;C;2823200;0;1;-1
113658;202012;352590;C;2825900;0;1;-1
113707;202012;352590;G;4772500;2;0;2
113843;202012;352590;H;4929902;1;0;1
114676;202012;352590;C;2399101;2;0;2
114946;202012;352590;P;8512100;0;3;-3
115121;202012;352590;G;4759899;0;8;-8
115123;202012;352590;G;4759899;0;4;-4
115124;202012;352590;G;4759899;0;2;-2
115125;202012;352590;G;4759899;0;3;-3
115131;202012;352590;G;4649499;0;8;-8
115304;202012;352590;G;4744099;1;0;1
115799;202012;352590;G;4753900;2;0;2
115998;202012;352590;H;4930203;1;0;1
116021;202012;352590;N;8299799;0;10;-10
116045;202012;352590;G;4712100;0;3;-3
116090;202012;352590;N;8299799;0;6;-6
117491;202012;352590;G;4711302;10;6;4
117632;202012;352590;G;4711301;20;10;10
117902;202012;352590;F;4322302;0;1;-1
118362;202012;352590;C;2829199;1;0;1
118403;202012;352590;I;5611201;0;1;-1
118408;202012;352590;I;5611201;3;1;2
118423;202012;352590;I;5611203;0;1;-1
118663;202012;352590;P;8531700;0;16;-16
119694;202012;352590;G;4789002;1;0;1
119838;202012;352590;C;2591800;0;5;-5
120100;202012;352590;G;4753900;1;0;1
120457;202012;352590;K;6424703;0;1;-1
120495;202012;352590;G;4761001;0;2;-2
120496;202012;352590;I;5611201;2;0;2
120613;202012;352590;G;4530703;0;2;-2
121562;202012;352590;G;4781400;1;0;1
122031;202012;352590;G;4759899;0;1;-1
122134;202012;352590;G;4789001;1;0;1
122196;202012;352590;F;4313400;0;10;-10
122718;202012;352590;G;4520005;1;0;1
122910;202012;352590;C;1013902;7;2;5
124028;202012;352590;I;5611203;0;1;-1
124037;202012;352590;G;4712100;0;3;-3
124201;202012;352590;G;4789002;15;5;10
124675;202012;352590;G;4763602;10;2;8
125038;202012;352590;H;4930202;2;1;1
126084;202012;352590;J;6209100;2;0;2
126735;202012;352590;I;5611203;0;1;-1
127007;202012;352590;J;5829800;1;0;1
127451;202012;352590;M;6911703;0;1;-1
127473;202012;352590;N;8299799;16;12;4
128174;202012;352590;G;4781400;1;1;0
128986;202012;352590;G;4687702;0;1;-1
129180;202012;352590;C;2710402;1;2;-1
129359;202012;352590;G;4711302;5;12;-7
130152;202012;352590;I;5611201;0;1;-1
130799;202012;352590;G;4763603;1;1;0
130800;202012;352590;G;4763603;3;1;2
130842;202012;352590;G;4731800;3;2;1
130981;202012;352590;I;5611201;0;1;-1
131169;202012;352590;N;8211300;1;0;1
131275;202012;352590;N;8011101;9;3;6
132068;202012;352590;K;6424703;1;0;1
132071;202012;352590;K;6424703;0;1;-1
132491;202012;352590;H;4930202;0;1;-1
132886;202012;352590;N;8211300;3;3;0
133179;202012;352590;G;4530703;1;0;1
133211;202012;352590;G;4530703;0;1;-1
133617;202012;352590;G;4781400;3;5;-2
134102;202012;352590;C;2790299;12;6;6
134106;202012;352590;G;4530703;0;1;-1
134913;202012;352590;E;3701100;0;1;-1
134971;202012;352590;C;1053800;2;2;0
134998;202012;352590;G;4729699;1;0;1
135138;202012;352590;Q;8630501;11;7;4
135416;202012;352590;G;4722901;0;1;-1
135507;202012;352590;G;4633801;1;4;-3
136435;202012;352590;G;4781400;0;1;-1
136523;202012;352590;N;8211300;0;1;-1
136833;202012;352590;P;8513900;0;4;-4
136835;202012;352590;M;7120100;1;0;1
137076;202012;352590;C;2622100;0;5;-5
137322;202012;352590;C;1099604;1;0;1
137589;202012;352590;N;8111700;1;1;0
138147;202012;352590;G;4520005;1;1;0
138150;202012;352590;F;4299599;0;4;-4
138223;202012;352590;G;4685100;1;0;1
138396;202012;352590;C;2071100;1;0;1
138851;202012;352590;C;2790299;1;0;1
139091;202012;352590;S;9430800;3;4;-1
139582;202012;352590;P;8520100;0;2;-2
139672;202012;352590;G;4771701;1;1;0
139674;202012;352590;G;4771701;1;1;0
139883;202012;352590;C;2759799;0;2;-2
140136;202012;352590;M;7490104;1;0;1
141493;202012;352590;H;4930202;1;1;0
141494;202012;352590;G;4752100;0;1;-1
141824;202012;352590;C;2219600;0;2;-2
142223;202012;352590;G;4741500;1;2;-1
142224;202012;352590;G;4741500;1;1;0
142239;202012;352590;G;4731800;1;1;0
142492;202012;352590;C;2029100;4;8;-4
142518;202012;352590;G;4635402;2;3;-1
143857;202012;352590;H;4930202;10;1;9
144250;202012;352590;G;4744001;0;2;-2
144440;202012;352590;G;4754703;2;2;0
145025;202012;352590;G;4617600;2;5;-3
145244;202012;352590;C;1062700;1;0;1
145771;202012;352590;G;4721102;1;3;-2
145886;202012;352590;G;4722901;2;0;2
146290;202012;352590;G;4772500;1;1;0
146606;202012;352590;I;5510801;0;1;-1
146609;202012;352590;G;4774100;0;1;-1
147269;202012;352590;P;8520100;0;2;-2
147276;202012;352590;J;6201500;1;0;1
147715;202012;352590;C;2543800;1;0;1
148421;202012;352590;N;8112500;2;0;2
148445;202012;352590;C;1053800;2;3;-1
148802;202012;352590;H;4930202;1;1;0
148926;202012;352590;N;8112500;1;1;0
149772;202012;352590;C;1032599;0;2;-2
149858;202012;352590;C;1099601;0;2;-2
150252;202012;352590;C;1042200;1;1;0
150367;202012;352590;P;8513900;0;1;-1
150370;202012;352590;P;8513900;0;4;-4
150509;202012;352590;F;4120400;1;0;1
150511;202012;352590;A;210107;2;1;1
150589;202012;352590;Q;8650004;0;1;-1
150807;202012;352590;I;5510801;1;1;0
151131;202012;352590;G;4781400;1;0;1
151368;202012;352590;H;5212500;0;1;-1
152258;202012;352590;I;5611203;4;0;4
152386;202012;352590;J;6190699;0;1;-1
152426;202012;352590;C;1062700;0;1;-1
152598;202012;352590;M;7120100;1;1;0
152893;202012;352590;G;4511101;2;2;0
152939;202012;352590;G;4744099;0;1;-1
153136;202012;352590;M;6920601;0;1;-1
153505;202012;352590;N;7711000;2;2;0
153794;202012;352590;I;5611203;2;0;2
155734;202012;352590;I;5611203;0;1;-1
156221;202012;352590;G;4753900;2;3;-1
156222;202012;352590;G;4753900;0;1;-1
156342;202012;352590;G;4789099;0;1;-1
157543;202012;352590;G;4530703;5;1;4
157804;202012;352590;G;4781400;0;1;-1
157998;202012;352590;G;4751201;2;0;2
158413;202012;352590;G;4744001;2;0;2
158447;202012;352590;G;4686902;1;0;1
158525;202012;352590;N;8299799;2;1;1
158650;202012;352590;G;4771701;1;0;1
158752;202012;352590;G;4755502;2;0;2
158753;202012;352590;G;4755502;0;1;-1
158793;202012;352590;I;5611201;1;1;0
159071;202012;352590;C;2621300;1;18;-17
159072;202012;352590;C;2632900;46;23;23
