;competencia;municipio;secao;subclasse;admitidos;desligados;saldo
473833;202102;352590;Q;8711502;0;1;-1
474005;202102;352590;G;4530703;0;1;-1
475708;202102;352590;G;4530705;2;1;1
476523;202102;352590;G;4722901;0;1;-1
476882;202102;352590;F;4292801;0;1;-1
477016;202102;352590;N;8112500;0;1;-1
477069;202102;352590;C;2943300;0;1;-1
477180;202102;352590;G;4759899;1;0;1
478373;202102;352590;M;6920601;0;1;-1
478457;202102;352590;F;4330404;0;2;-2
479311;202102;352590;P;8599603;0;2;-2
479325;202102;352590;G;4781400;0;2;-2
479654;202102;352590;G;4781400;0;1;-1
480195;202102;352590;I;5611201;2;4;-2
480571;202102;352590;I;5620104;1;0;1
481779;202102;352590;G;4759899;2;0;2
481956;202102;352590;G;4772500;1;1;0
482643;202102;352590;H;5250804;0;6;-6
483749;202102;352590;C;2542000;0;1;-1
483798;202102;352590;C;3321000;1;0;1
483889;202102;352590;S;9602501;0;2;-2
484148;202102;352590;P;8511200;0;1;-1
484301;202102;352590;I;5620101;1;0;1
484707;202102;352590;G;4789099;1;0;1
485402;202102;352590;F;4120400;0;1;-1
485441;202102;352590;G;4646001;1;0;1
485743;202102;352590;S;9602502;1;0;1
485817;202102;352590;E;3812200;1;0;1
485881;202102;352590;G;4724500;1;0;1
486567;202102;352590;C;1069400;0;2;-2
486898;202102;352590;G;4541205;0;1;-1
487925;202102;352590;Q;8630504;0;1;-1
488230;202102;352590;F;4321500;1;1;0
488244;202102;352590;G;4789099;1;0;1
488399;202102;352590;G;4761001;1;0;1
488465;202102;352590;F;4330404;0;1;-1
488919;202102;352590;I;5611203;0;1;-1
489051;202102;352590;G;4729699;0;1;-1
489052;202102;352590;G;4729699;1;0;1
489120;202102;352590;S;9601701;0;1;-1
489511;202102;352590;H;5250804;7;6;1
489966;202102;352590;C;1821100;2;1;1
490069;202102;352590;N;8291100;1;0;1
490241;202102;352590;G;4721102;0;1;-1
490412;202102;352590;N;8111700;0;2;-2
490602;202102;352590;N;8011101;1;0;1
490625;202102;352590;M;7500100;2;0;2
490645;202102;352590;I;5611201;5;1;4
490653;202102;352590;H;5223100;0;1;-1
490954;202102;352590;S;9602501;0;1;-1
491078;202102;352590;G;4724500;0;1;-1
491341;202102;352590;G;4729602;0;1;-1
491346;202102;352590;G;4729602;6;0;6
491360;202102;352590;G;4712100;5;0;5
491509;202102;352590;G;4520003;1;0;1
491847;202102;352590;G;4721103;1;1;0
492273;202102;352590;P;8511200;1;1;0
492313;202102;352590;G;4781400;1;1;0
493175;202102;352590;F;4292802;34;16;18
493286;202102;352590;G;4782201;0;1;-1
493406;202102;352590;I;5611203;3;1;2
493494;202102;352590;G;4520006;4;1;3
493687;202102;352590;N;8111700;0;4;-4
493958;202102;352590;G;4721102;1;0;1
494921;202102;352590;J;6319400;1;0;1
495345;202102;352590;L;6821801;1;0;1
495479;202102;352590;M;7319003;1;3;-2
495573;202102;352590;F;4120400;0;2;-2
495895;202102;352590;G;4789001;1;0;1
496267;202102;352590;G;4686902;1;0;1
496561;202102;352590;C;3314713;4;0;4
496686;202102;352590;I;5611201;1;0;1
496687;202102;352590;I;5611201;0;2;-2
496718;202102;352590;J;6319400;1;1;0
497746;202102;352590;G;4771701;2;2;0
497747;202102;352590;G;4771701;1;1;0
497823;202102;352590;M;6920601;3;1;2
498457;202102;352590;F;4330403;2;0;2
498461;202102;352590;F;4292801;1;0;1
498899;202102;352590;H;4930202;7;3;4
499587;202102;352590;I;5611201;1;2;-1
500147;202102;352590;I;5611201;1;0;1
500220;202102;352590;G;4754703;1;0;1
500332;202102;352590;I;5611203;1;0;1
500614;202102;352590;G;4712100;1;0;1
500681;202102;352590;R;9321200;0;1;-1
500926;202102;352590;N;8299799;1;0;1
501261;202102;352590;F;4321500;0;1;-1
501960;202102;352590;H;4930202;0;2;-2
502187;202102;352590;K;6462000;0;6;-6
502321;202102;352590;G;4789004;1;1;0
502344;202102;352590;H;5320202;1;0;1
502744;202102;352590;G;4789004;3;2;1
502886;202102;352590;H;4930202;1;0;1
503420;202102;352590;M;7490104;2;1;1
503852;202102;352590;I;5611203;1;0;1
503951;202102;352590;P;8593700;1;0;1
504156;202102;352590;N;8121400;0;1;-1
504413;202102;352590;M;7112000;0;1;-1
504414;202102;352590;I;5611203;0;1;-1
505314;202102;352590;F;4120400;0;1;-1
505377;202102;352590;G;4755501;1;0;1
505685;202102;352590;M;6911701;0;1;-1
505752;202102;352590;C;2512800;1;0;1
505825;202102;352590;F;4330404;0;3;-3
506178;202102;352590;G;4722901;1;1;0
506419;202102;352590;C;2511000;2;1;1
506538;202102;352590;J;6201501;1;0;1
506800;202102;352590;G;4687702;2;1;1
506889;202102;352590;G;4693100;0;3;-3
507090;202102;352590;M;7020400;0;1;-1
507483;202102;352590;N;8299799;5;0;5
507484;202102;352590;N;8299799;0;1;-1
508127;202102;352590;G;4744005;0;1;-1
508802;202102;352590;Q;8640202;3;1;2
508813;202102;352590;G;4711302;2;1;1
508946;202102;352590;G;4664800;0;1;-1
509165;202102;352590;G;4721102;0;1;-1
509254;202102;352590;N;7820500;12;5;7
510446;202102;352590;N;7729299;2;2;0
510751;202102;352590;G;4789004;1;0;1
510846;202102;352590;F;4120400;1;2;-1
511472;202102;352590;G;4771701;1;0;1
512104;202102;352590;I;5611201;3;1;2
512183;202102;352590;I;5611201;0;1;-1
512453;202102;352590;F;4330404;0;1;-1
512718;202102;352590;I;5611203;0;1;-1
513951;202102;352590;N;7739099;1;0;1
514153;202102;352590;H;4930202;2;1;1
514591;202102;352590;P;8593700;0;1;-1
514984;202102;352590;M;7112000;0;2;-2
515414;202102;352590;G;4729602;1;0;1
515783;202102;352590;N;8121400;0;1;-1
515961;202102;352590;I;5611201;0;1;-1
516032;202102;352590;G;4520002;0;1;-1
516279;202102;352590;H;4930201;1;0;1
516314;202102;352590;H;5240101;1;1;0
516324;202102;352590;K;6622300;2;0;2
516456;202102;352590;R;9321200;2;0;2
517469;202102;352590;I;5611203;0;1;-1
517810;202102;352590;G;4757100;0;1;-1
517958;202102;352590;C;3314707;2;0;2
518061;202102;352590;Q;8640202;0;2;-2
518129;202102;352590;Q;8630504;5;1;4
518267;202102;352590;C;2542000;0;1;-1
518281;202102;352590;I;5620104;2;0;2
518401;202102;352590;G;4729699;1;1;0
518466;202102;352590;G;4772500;1;0;1
519301;202102;352590;M;6920601;1;0;1
519353;202102;352590;Q;8711502;3;1;2
519446;202102;352590;I;5611201;0;1;-1
520356;202102;352590;G;4789099;1;1;0
520477;202102;352590;I;5611203;1;0;1
520808;202102;352590;N;8111700;0;5;-5
521071;202102;352590;H;5223100;4;0;4
521228;202102;352590;J;6110803;1;0;1
521681;202102;352590;I;5620104;5;0;5
522059;202102;352590;P;8599604;3;1;2
522251;202102;352590;I;5620101;0;1;-1
522252;202102;352590;I;5620101;3;2;1
522360;202102;352590;F;4120400;7;7;0
523215;202102;352590;G;4729602;1;1;0
523819;202102;352590;P;8512100;8;1;7
524037;202102;352590;H;5212500;10;5;5
524385;202102;352590;C;1053800;1;4;-3
524594;202102;352590;G;4789099;1;0;1
524596;202102;352590;G;4752100;0;1;-1
524610;202102;352590;G;4752100;0;2;-2
524635;202102;352590;G;4721102;0;1;-1
524684;202102;352590;I;5611201;5;1;4
524765;202102;352590;S;9511800;1;0;1
525063;202102;352590;G;4781400;0;1;-1
525312;202102;352590;G;4723700;0;1;-1
526539;202102;352590;R;9313100;0;1;-1
526873;202102;352590;M;7112000;0;2;-2
526922;202102;352590;J;6311900;1;0;1
527309;202102;352590;G;4712100;2;2;0
527419;202102;352590;I;5611201;1;1;0
527896;202102;352590;P;8599605;0;2;-2
528798;202102;352590;N;8111700;0;1;-1
528906;202102;352590;Q;8630504;1;0;1
529277;202102;352590;P;8593700;0;2;-2
529664;202102;352590;G;4772500;5;1;4
530013;202102;352590;I;5611203;1;0;1
531472;202102;352590;M;7112000;2;1;1
531723;202102;352590;G;4781400;1;0;1
532208;202102;352590;F;4399199;1;2;-1
532360;202102;352590;H;4930201;2;0;2
532989;202102;352590;J;6209100;0;2;-2
533466;202102;352590;G;4721102;2;1;1
534104;202102;352590;G;4744001;0;1;-1
534295;202102;352590;Q;8630502;0;1;-1
534759;202102;352590;K;6622300;2;0;2
534880;202102;352590;I;5611201;1;0;1
535502;202102;352590;N;8111700;1;0;1
535659;202102;352590;N;8291100;2;3;-1
535834;202102;352590;G;4729699;1;1;0
535854;202102;352590;I;5611201;1;0;1
536057;202102;352590;K;6491300;1;0;1
536737;202102;352590;C;2521700;1;0;1
536872;202102;352590;I;5611201;0;1;-1
537219;202102;352590;P;8512100;2;1;1
537585;202102;352590;I;5611201;0;1;-1
538084;202102;352590;S;9602502;0;1;-1
538116;202102;352590;G;4744099;0;1;-1
538139;202102;352590;G;4511101;1;1;0
538274;202102;352590;H;4930202;1;1;0
539366;202102;352590;N;8299799;0;2;-2
539614;202102;352590;P;8511200;1;2;-1
539620;202102;352590;N;8211300;1;0;1
539823;202102;352590;C;1091102;1;0;1
539877;202102;352590;G;4772500;1;1;0
540336;202102;352590;G;4723700;1;1;0
540857;202102;352590;J;6110803;0;1;-1
541026;202102;352590;H;4930202;1;0;1
541204;202102;352590;J;6204000;1;0;1
541432;202102;352590;P;8512100;2;0;2
541452;202102;352590;N;8291100;1;0;1
541868;202102;352590;H;4930202;1;0;1
542097;202102;352590;R;9313100;2;0;2
542114;202102;352590;H;4930202;1;0;1
542455;202102;352590;C;1412601;2;2;0
542683;202102;352590;S;9601703;12;14;-2
543167;202102;352590;H;4930202;0;2;-2
543219;202102;352590;P;8599601;2;0;2
543425;202102;352590;C;3314799;0;2;-2
543453;202102;352590;G;4781400;0;1;-1
543793;202102;352590;N;7732201;2;1;1
544231;202102;352590;N;8219999;1;0;1
544343;202102;352590;C;2543800;0;1;-1
544950;202102;352590;N;8211300;0;1;-1
546553;202102;352590;S;9602501;2;0;2
546554;202102;352590;G;4781400;2;1;1
546560;202102;352590;J;6202300;2;1;1
547109;202102;352590;G;4781400;0;1;-1
547608;202102;352590;N;8230001;1;0;1
547614;202102;352590;G;4729699;1;0;1
547715;202102;352590;P;8512100;4;1;3
547908;202102;352590;I;5611201;1;0;1
547909;202102;352590;I;5611201;2;0;2
548021;202102;352590;M;7112000;2;0;2
548457;202102;352590;G;4712100;1;0;1
548519;202102;352590;G;4771701;1;0;1
548592;202102;352590;G;4782201;1;0;1
549135;202102;352590;M;7112000;1;7;-6
549648;202102;352590;N;8230001;1;0;1
549826;202102;352590;N;8211300;1;0;1
550054;202102;352590;I;5620101;0;1;-1
550175;202102;352590;G;4781400;2;0;2
550204;202102;352590;G;4711301;5;8;-3
550399;202102;352590;L;6821802;1;0;1
550647;202102;352590;Q;8630504;1;1;0
550869;202102;352590;G;4781400;0;1;-1
551122;202102;352590;G;4511102;0;1;-1
551162;202102;352590;I;5611201;0;2;-2
552353;202102;352590;G;4744099;1;0;1
552354;202102;352590;G;4783101;0;2;-2
553163;202102;352590;I;5611202;0;1;-1
553188;202102;352590;P;8511200;0;4;-4
553245;202102;352590;M;7119701;1;0;1
553269;202102;352590;S;9529199;0;2;-2
553405;202102;352590;M;7112000;1;0;1
553806;202102;352590;G;4711302;4;1;3
554071;202102;352590;P;8599699;2;1;1
554199;202102;352590;I;5611201;3;0;3
554534;202102;352590;R;9313100;1;1;0
555078;202102;352590;Q;8640299;1;0;1
555399;202102;352590;H;4930202;0;2;-2
555402;202102;352590;E;3811400;1;1;0
555608;202102;352590;G;4731800;0;1;-1
555995;202102;352590;Q;8630503;1;0;1
556100;202102;352590;G;4520005;0;2;-2
557026;202102;352590;G;4781400;5;1;4
557541;202102;352590;P;8513900;0;1;-1
557644;202102;352590;N;7911200;0;1;-1
558213;202102;352590;G;4781400;0;2;-2
558505;202102;352590;H;5320202;6;3;3
558635;202102;352590;G;4782202;1;0;1
558842;202102;352590;G;4530703;0;1;-1
559154;202102;352590;F;4321500;0;1;-1
559630;202102;352590;G;4530702;1;0;1
559668;202102;352590;P;8593700;0;2;-2
560027;202102;352590;G;4782201;3;3;0
561829;202102;352590;N;8111700;3;0;3
561830;202102;352590;N;8111700;0;2;-2
561885;202102;352590;P;8599604;0;1;-1
561977;202102;352590;N;7810800;2;6;-4
562253;202102;352590;N;8121400;3;1;2
562671;202102;352590;G;4789001;0;1;-1
563042;202102;352590;F;4299599;2;1;1
563276;202102;352590;F;4120400;4;0;4
563408;202102;352590;G;4639701;22;7;15
563808;202102;352590;P;8599699;0;1;-1
564111;202102;352590;N;7739099;13;7;6
564349;202102;352590;G;4713002;1;0;1
564507;202102;352590;G;4637199;10;3;7
565775;202102;352590;I;5620103;3;1;2
565776;202102;352590;I;5620103;0;1;-1
565777;202102;352590;I;5620103;0;1;-1
565803;202102;352590;Q;8630504;1;1;0
566824;202102;352590;P;8599604;4;2;2
567590;202102;352590;M;7119701;0;1;-1
568071;202102;352590;Q;8630503;1;1;0
568096;202102;352590;P;8599603;0;1;-1
568111;202102;352590;G;4723700;1;0;1
568569;202102;352590;G;4723700;1;0;1
568878;202102;352590;G;4744005;1;0;1
569000;202102;352590;G;4729699;1;0;1
569635;202102;352590;N;7732201;0;2;-2
570501;202102;352590;H;4930201;0;1;-1
570690;202102;352590;M;7319002;1;0;1
571224;202102;352590;H;5229099;3;0;3
571653;202102;352590;G;4642701;0;1;-1
572024;202102;352590;H;4930201;0;1;-1
573038;202102;352590;M;7490104;0;1;-1
573182;202102;352590;I;5620104;2;0;2
573575;202102;352590;I;5611203;1;1;0
573638;202102;352590;N;8111700;1;2;-1
574248;202102;352590;S;9499500;0;4;-4
574687;202102;352590;I;5611201;1;0;1
575090;202102;352590;I;5611203;1;0;1
575859;202102;352590;G;4789002;9;3;6
576775;202102;352590;G;4771701;1;0;1
577092;202102;352590;G;4781400;3;2;1
577212;202102;352590;G;4741500;1;0;1
578091;202102;352590;G;4781400;6;1;5
578683;202102;352590;I;5611203;0;1;-1
578932;202102;352590;I;5611203;1;0;1
579037;202102;352590;G;4744005;0;1;-1
579649;202102;352590;G;4712100;1;0;1
580364;202102;352590;G;4771701;1;0;1
580700;202102;352590;G;4782201;1;0;1
580789;202102;352590;K;6622300;1;0;1
580928;202102;352590;P;8512100;1;1;0
580978;202102;352590;G;4711302;1;1;0
581280;202102;352590;M;7112000;7;4;3
582827;202102;352590;G;4773300;1;0;1
583009;202102;352590;L;6821801;0;1;-1
584649;202102;352590;G;4752100;0;1;-1
584816;202102;352590;H;4930202;1;0;1
584858;202102;352590;N;8219999;1;0;1
585511;202102;352590;G;4789001;0;1;-1
585739;202102;352590;I;5611201;1;2;-1
585846;202102;352590;I;5611203;0;1;-1
586053;202102;352590;N;8219999;1;0;1
586961;202102;352590;S;9601701;2;0;2
587696;202102;352590;G;4752100;1;0;1
587749;202102;352590;L;6822600;1;0;1
588152;202102;352590;H;4930202;1;1;0
588395;202102;352590;H;4930202;1;0;1
588883;202102;352590;N;8111700;6;5;1
589137;202102;352590;I;5611201;1;0;1
589833;202102;352590;N;8219999;1;1;0
589945;202102;352590;C;3314707;0;2;-2
590164;202102;352590;N;8299799;0;1;-1
591172;202102;352590;P;8512100;3;0;3
591204;202102;352590;H;4930201;1;0;1
591401;202102;352590;M;7119701;1;3;-2
591426;202102;352590;G;4520006;3;0;3
592165;202102;352590;N;8211300;1;2;-1
592826;202102;352590;N;8230001;7;1;6
592920;202102;352590;G;4711302;0;2;-2
593149;202102;352590;N;7722500;1;2;-1
594450;202102;352590;I;5611201;1;0;1
594582;202102;352590;G;4753900;1;0;1
594777;202102;352590;G;4753900;26;52;-26
594778;202102;352590;G;4753900;3;4;-1
594779;202102;352590;G;4753900;3;3;0
594780;202102;352590;G;4753900;2;1;1
595160;202102;352590;G;4753900;40;21;19
595183;202102;352590;G;4753900;3;1;2
595223;202102;352590;G;4753900;0;4;-4
595785;202102;352590;N;7820500;37;39;-2
595846;202102;352590;G;4712100;1;4;-3
595847;202102;352590;G;4712100;0;5;-5
596397;202102;352590;C;3101200;1;0;1
596612;202102;352590;C;1812100;0;1;-1
596743;202102;352590;G;4744099;1;0;1
597231;202102;352590;G;4744001;2;0;2
597609;202102;352590;I;5611201;4;0;4
597643;202102;352590;H;4930202;6;1;5
598172;202102;352590;G;4781400;1;0;1
598266;202102;352590;G;4781400;2;2;0
598516;202102;352590;H;5320201;1;0;1
598685;202102;352590;G;4744001;1;0;1
599010;202102;352590;G;4781400;0;1;-1
599498;202102;352590;G;4744005;1;1;0
599542;202102;352590;G;4752100;2;1;1
599711;202102;352590;H;4930202;3;1;2
600375;202102;352590;G;4781400;0;1;-1
600554;202102;352590;F;4330404;2;1;1
600731;202102;352590;I;5611201;0;1;-1
600964;202102;352590;C;2311700;0;1;-1
601532;202102;352590;G;4684299;0;2;-2
601874;202102;352590;C;2599399;17;6;11
602493;202102;352590;C;1091102;1;1;0
604839;202102;352590;C;2812700;0;3;-3
605400;202102;352590;Q;8630504;0;1;-1
605987;202102;352590;C;2099199;1;0;1
606094;202102;352590;L;6822600;1;0;1
607037;202102;352590;M;6911701;2;0;2
607334;202102;352590;P;8513900;3;0;3
607611;202102;352590;I;5611203;0;1;-1
607890;202102;352590;I;5611203;2;0;2
608152;202102;352590;F;4110700;1;0;1
608332;202102;352590;G;4712100;1;0;1
609582;202102;352590;I;5611201;1;0;1
609771;202102;352590;P;8512100;3;0;3
610556;202102;352590;G;4774100;0;1;-1
610729;202102;352590;G;4724500;1;0;1
610747;202102;352590;M;7119701;0;2;-2
610884;202102;352590;Q;8630504;1;1;0
611105;202102;352590;Q;8711502;5;3;2
611613;202102;352590;G;4752100;1;0;1
612115;202102;352590;F;4399103;1;0;1
612256;202102;352590;G;4782201;2;0;2
612897;202102;352590;H;5310501;0;1;-1
613499;202102;352590;H;5310501;0;1;-1
613562;202102;352590;H;5310501;0;1;-1
614200;202102;352590;K;6622300;1;0;1
616183;202102;352590;J;5813100;1;0;1
616836;202102;352590;G;4712100;1;1;0
617228;202102;352590;F;4299599;1;0;1
617446;202102;352590;P;8532500;1;0;1
617691;202102;352590;G;4731800;3;0;3
617849;202102;352590;G;4520002;2;0;2
618585;202102;352590;G;4763602;0;5;-5
618799;202102;352590;Q;8640202;8;4;4
618957;202102;352590;I;5611203;0;1;-1
619131;202102;352590;Q;8630503;1;0;1
619313;202102;352590;S;9602502;1;0;1
619956;202102;352590;G;4785799;2;2;0
621318;202102;352590;H;5229099;9;9;0
621621;202102;352590;G;4753900;1;0;1
622002;202102;352590;P;8593700;2;2;0
622466;202102;352590;G;4712100;1;0;1
622666;202102;352590;N;8121400;5;2;3
623100;202102;352590;F;4330404;1;0;1
623302;202102;352590;C;1721400;1;0;1
623534;202102;352590;G;4789004;1;0;1
623667;202102;352590;P;8599604;1;1;0
623713;202102;352590;H;4930201;0;1;-1
623852;202102;352590;F;4120400;0;2;-2
624105;202102;352590;G;4721102;4;0;4
624590;202102;352590;I;5620103;2;0;2
624912;202102;352590;G;4669999;6;3;3
624913;202102;352590;G;4669999;1;0;1
625006;202102;352590;G;4729602;0;1;-1
625155;202102;352590;I;5620104;6;3;3
625813;202102;352590;I;5611201;1;0;1
626718;202102;352590;I;5611203;1;0;1
626972;202102;352590;I;5611203;0;1;-1
627815;202102;352590;P;8513900;2;0;2
627847;202102;352590;C;2599302;10;3;7
627922;202102;352590;N;8211300;3;1;2
628346;202102;352590;I;5611201;2;0;2
628953;202102;352590;I;5611201;2;3;-1
629656;202102;352590;G;4782201;0;1;-1
630103;202102;352590;I;5620104;2;0;2
630533;202102;352590;N;8211300;1;0;1
631039;202102;352590;G;4763602;0;1;-1
631585;202102;352590;C;1091102;2;0;2
631616;202102;352590;I;5620101;2;2;0
632396;202102;352590;G;4771701;0;1;-1
632420;202102;352590;N;8230001;2;10;-8
632657;202102;352590;C;1813099;1;0;1
632818;202102;352590;N;8211300;9;2;7
633110;202102;352590;G;4774100;0;1;-1
633373;202102;352590;R;9313100;2;0;2
633444;202102;352590;G;4713002;0;1;-1
633704;202102;352590;C;3092000;2;0;2
633719;202102;352590;G;4774100;0;1;-1
633722;202102;352590;G;4774100;1;1;0
634197;202102;352590;G;4721102;2;0;2
634356;202102;352590;G;4511101;1;0;1
635104;202102;352590;I;5611201;1;1;0
635893;202102;352590;R;9329899;0;1;-1
636122;202102;352590;G;4781400;0;1;-1
636718;202102;352590;G;4731800;2;0;2
636744;202102;352590;R;9313100;3;1;2
637519;202102;352590;N;8211300;4;2;2
637606;202102;352590;I;5611201;1;0;1
637615;202102;352590;R;9319199;0;3;-3
637986;202102;352590;G;4781400;2;2;0
637987;202102;352590;G;4781400;1;0;1
637988;202102;352590;G;4781400;1;2;-1
638889;202102;352590;P;8541400;5;0;5
638904;202102;352590;P;8513900;4;0;4
639191;202102;352590;I;5620104;1;0;1
639756;202102;352590;G;4744099;1;0;1
640790;202102;352590;H;5320201;4;0;4
640803;202102;352590;M;7311400;1;0;1
640954;202102;352590;I;5611201;0;1;-1
642448;202102;352590;I;5611203;1;0;1
642544;202102;352590;S;9609208;1;1;0
643877;202102;352590;G;4520005;1;0;1
643878;202102;352590;S;9601701;1;0;1
643895;202102;352590;H;4930201;0;2;-2
644275;202102;352590;S;9602502;1;0;1
644684;202102;352590;K;6492100;1;0;1
645399;202102;352590;G;4712100;0;2;-2
645541;202102;352590;J;6203100;0;1;-1
645602;202102;352590;F;4329199;1;6;-5
645656;202102;352590;I;5611201;1;3;-2
645697;202102;352590;G;4744005;1;0;1
645741;202102;352590;Q;8630504;1;0;1
645984;202102;352590;I;5611201;0;1;-1
646427;202102;352590;N;8292000;2;0;2
646739;202102;352590;N;8111700;7;1;6
646762;202102;352590;C;1091102;1;1;0
647811;202102;352590;N;8291100;25;9;16
649278;202102;352590;F;4313400;8;0;8
649753;202102;352590;G;4723700;0;1;-1
649833;202102;352590;G;4759899;0;2;-2
650001;202102;352590;G;4744003;1;0;1
650447;202102;352590;Q;8711502;1;0;1
650866;202102;352590;G;4520001;0;1;-1
652748;202102;352590;H;4930202;2;0;2
653848;202102;352590;G;4721104;0;1;-1
654424;202102;352590;M;7319002;3;2;1
654610;202102;352590;C;3299003;1;0;1
655119;202102;352590;C;3329501;1;0;1
655690;202102;352590;G;4754701;1;1;0
656035;202102;352590;G;4530703;1;0;1
656505;202102;352590;G;4530703;1;0;1
656535;202102;352590;N;8111700;1;0;1
656918;202102;352590;G;4723700;0;1;-1
658660;202102;352590;S;9602502;0;1;-1
658952;202102;352590;G;4744001;2;0;2
659839;202102;352590;I;5611203;4;0;4
660293;202102;352590;G;4789001;1;0;1
660296;202102;352590;I;5611203;1;1;0
660607;202102;352590;H;5320201;0;1;-1
660938;202102;352590;G;4721104;1;0;1
660939;202102;352590;G;4721104;0;1;-1
661147;202102;352590;G;4789099;0;1;-1
661343;202102;352590;N;8219999;1;0;1
661717;202102;352590;R;9313100;2;0;2
661751;202102;352590;I;5611203;1;0;1
661926;202102;352590;P;8599604;0;2;-2
661938;202102;352590;N;8211300;1;0;1
662176;202102;352590;M;6920601;2;0;2
662343;202102;352590;G;4729699;1;1;0
662771;202102;352590;N;8291100;1;0;1
662979;202102;352590;G;4781400;1;0;1
663435;202102;352590;M;7112000;1;0;1
663747;202102;352590;G;4729602;1;1;0
665707;202102;352590;G;4744005;3;1;2
666010;202102;352590;G;4781400;1;1;0
666089;202102;352590;P;8599699;1;0;1
668731;202102;352590;G;4729699;2;0;2
